layer,acc_sum,acc_avg,n,family,variant,model,dataset,max_layer,rel_depth
8,0.5181940298507463,0.5096567164179104,67000,Falcon-3-1B,base,Falcon-3-1B,blimp,18,0.4444444444444444
9,0.5339253731343284,0.5257611940298508,67000,Falcon-3-1B,base,Falcon-3-1B,blimp,18,0.5
10,0.5397761194029851,0.5320447761194029,67000,Falcon-3-1B,base,Falcon-3-1B,blimp,18,0.5555555555555556
11,0.5409402985074627,0.5334029850746269,67000,Falcon-3-1B,base,Falcon-3-1B,blimp,18,0.6111111111111112
12,0.5572985074626865,0.5494776119402984,67000,Falcon-3-1B,base,Falcon-3-1B,blimp,18,0.6666666666666666
13,0.5799552238805971,0.5731492537313433,67000,Falcon-3-1B,base,Falcon-3-1B,blimp,18,0.7222222222222222
14,0.616910447761194,0.6084626865671642,67000,Falcon-3-1B,base,Falcon-3-1B,blimp,18,0.7777777777777778
15,0.6296567164179104,0.6166417910447761,67000,Falcon-3-1B,base,Falcon-3-1B,blimp,18,0.8333333333333334
16,0.6736865671641791,0.6595223880597015,67000,Falcon-3-1B,base,Falcon-3-1B,blimp,18,0.8888888888888888
17,0.7456865671641791,0.734,67000,Falcon-3-1B,base,Falcon-3-1B,blimp,18,0.9444444444444444
18,0.809910447761194,0.7987164179104478,67000,Falcon-3-1B,base,Falcon-3-1B,blimp,18,1.0
1,0.47142203932327387,0.4405578417924097,4374,Falcon-3-1B,base,Falcon-3-1B,ewok,18,0.05555555555555555
2,0.46456332876085965,0.4444444444444444,4374,Falcon-3-1B,base,Falcon-3-1B,ewok,18,0.1111111111111111
3,0.4567901234567901,0.4366712391403749,4374,Falcon-3-1B,base,Falcon-3-1B,ewok,18,0.16666666666666666
4,0.46044810242341105,0.43141289437585734,4374,Falcon-3-1B,base,Falcon-3-1B,ewok,18,0.2222222222222222
5,0.48582533150434387,0.46021947873799723,4374,Falcon-3-1B,base,Falcon-3-1B,ewok,18,0.2777777777777778
6,0.46776406035665297,0.44467306812985824,4374,Falcon-3-1B,base,Falcon-3-1B,ewok,18,0.3333333333333333
7,0.4791952446273434,0.453360768175583,4374,Falcon-3-1B,base,Falcon-3-1B,ewok,18,0.3888888888888889
8,0.47850937357110196,0.45747599451303156,4374,Falcon-3-1B,base,Falcon-3-1B,ewok,18,0.4444444444444444
9,0.4750800182898948,0.4567901234567901,4374,Falcon-3-1B,base,Falcon-3-1B,ewok,18,0.5
10,0.5002286236854138,0.47530864197530864,4374,Falcon-3-1B,base,Falcon-3-1B,ewok,18,0.5555555555555556
11,0.489254686785551,0.4657064471879287,4374,Falcon-3-1B,base,Falcon-3-1B,ewok,18,0.6111111111111112
12,0.49268404206675814,0.4686785550983082,4374,Falcon-3-1B,base,Falcon-3-1B,ewok,18,0.6666666666666666
13,0.48399634202103337,0.4634202103337906,4374,Falcon-3-1B,base,Falcon-3-1B,ewok,18,0.7222222222222222
14,0.532235939643347,0.48948331047096477,4374,Falcon-3-1B,base,Falcon-3-1B,ewok,18,0.7777777777777778
15,0.5176040237768633,0.4945130315500686,4374,Falcon-3-1B,base,Falcon-3-1B,ewok,18,0.8333333333333334
16,0.5148605395518976,0.5009144947416553,4374,Falcon-3-1B,base,Falcon-3-1B,ewok,18,0.8888888888888888
17,0.5308641975308642,0.5267489711934157,4374,Falcon-3-1B,base,Falcon-3-1B,ewok,18,0.9444444444444444
18,0.5237768632830361,0.5032007315957934,4374,Falcon-3-1B,base,Falcon-3-1B,ewok,18,1.0
1,0.5315522388059701,0.524955223880597,67000,Falcon-3-1B,it,Falcon-3-1B-it,blimp,18,0.05555555555555555
2,0.5362835820895522,0.5218208955223881,67000,Falcon-3-1B,it,Falcon-3-1B-it,blimp,18,0.1111111111111111
3,0.5422089552238807,0.5290597014925373,67000,Falcon-3-1B,it,Falcon-3-1B-it,blimp,18,0.16666666666666666
4,0.5381492537313433,0.5299701492537314,67000,Falcon-3-1B,it,Falcon-3-1B-it,blimp,18,0.2222222222222222
5,0.533910447761194,0.5242089552238806,67000,Falcon-3-1B,it,Falcon-3-1B-it,blimp,18,0.2777777777777778
6,0.5655820895522388,0.5552388059701493,67000,Falcon-3-1B,it,Falcon-3-1B-it,blimp,18,0.3333333333333333
7,0.5566268656716418,0.5433432835820895,67000,Falcon-3-1B,it,Falcon-3-1B-it,blimp,18,0.3888888888888889
8,0.5718358208955224,0.5569701492537313,67000,Falcon-3-1B,it,Falcon-3-1B-it,blimp,18,0.4444444444444444
9,0.5884179104477611,0.574910447761194,67000,Falcon-3-1B,it,Falcon-3-1B-it,blimp,18,0.5
10,0.5925074626865672,0.5789701492537312,67000,Falcon-3-1B,it,Falcon-3-1B-it,blimp,18,0.5555555555555556
11,0.5785373134328359,0.5649850746268656,67000,Falcon-3-1B,it,Falcon-3-1B-it,blimp,18,0.6111111111111112
12,0.6090895522388059,0.5984776119402985,67000,Falcon-3-1B,it,Falcon-3-1B-it,blimp,18,0.6666666666666666
13,0.6159850746268657,0.6061194029850746,67000,Falcon-3-1B,it,Falcon-3-1B-it,blimp,18,0.7222222222222222
14,0.6328358208955224,0.625955223880597,67000,Falcon-3-1B,it,Falcon-3-1B-it,blimp,18,0.7777777777777778
15,0.6193283582089552,0.6089402985074627,67000,Falcon-3-1B,it,Falcon-3-1B-it,blimp,18,0.8333333333333334
16,0.660179104477612,0.6509701492537314,67000,Falcon-3-1B,it,Falcon-3-1B-it,blimp,18,0.8888888888888888
17,0.6847761194029851,0.6747462686567164,67000,Falcon-3-1B,it,Falcon-3-1B-it,blimp,18,0.9444444444444444
18,0.7601791044776119,0.7447462686567163,67000,Falcon-3-1B,it,Falcon-3-1B-it,blimp,18,1.0
1,0.4567901234567901,0.41129401005944216,4374,Falcon-3-1B,it,Falcon-3-1B-it,ewok,18,0.05555555555555555
2,0.5041152263374485,0.4693644261545496,4374,Falcon-3-1B,it,Falcon-3-1B-it,ewok,18,0.1111111111111111
3,0.5004572473708276,0.44947416552354824,4374,Falcon-3-1B,it,Falcon-3-1B-it,ewok,18,0.16666666666666666
4,0.5102880658436214,0.4563328760859625,4374,Falcon-3-1B,it,Falcon-3-1B-it,ewok,18,0.2222222222222222
5,0.5018289894833105,0.46982167352537724,4374,Falcon-3-1B,it,Falcon-3-1B-it,ewok,18,0.2777777777777778
6,0.49817101051668955,0.46296296296296297,4374,Falcon-3-1B,it,Falcon-3-1B-it,ewok,18,0.3333333333333333
7,0.5178326474622771,0.49382716049382713,4374,Falcon-3-1B,it,Falcon-3-1B-it,ewok,18,0.3888888888888889
8,0.5132601737540009,0.5,4374,Falcon-3-1B,it,Falcon-3-1B-it,ewok,18,0.4444444444444444
9,0.5121170553269319,0.4821673525377229,4374,Falcon-3-1B,it,Falcon-3-1B-it,ewok,18,0.5
10,0.5244627343392776,0.49176954732510286,4374,Falcon-3-1B,it,Falcon-3-1B-it,ewok,18,0.5555555555555556
11,0.5002286236854138,0.4638774577046182,4374,Falcon-3-1B,it,Falcon-3-1B-it,ewok,18,0.6111111111111112
12,0.5116598079561042,0.49405578417924095,4374,Falcon-3-1B,it,Falcon-3-1B-it,ewok,18,0.6666666666666666
13,0.5283493369913123,0.5004572473708276,4374,Falcon-3-1B,it,Falcon-3-1B-it,ewok,18,0.7222222222222222
14,0.5532693187014175,0.5114311842706905,4374,Falcon-3-1B,it,Falcon-3-1B-it,ewok,18,0.7777777777777778
15,0.5457247370827618,0.5345221764974851,4374,Falcon-3-1B,it,Falcon-3-1B-it,ewok,18,0.8333333333333334
16,0.5500685871056241,0.5290352080475538,4374,Falcon-3-1B,it,Falcon-3-1B-it,ewok,18,0.8888888888888888
17,0.5393232738911752,0.53360768175583,4374,Falcon-3-1B,it,Falcon-3-1B-it,ewok,18,0.9444444444444444
18,0.5164609053497943,0.5041152263374485,4374,Falcon-3-1B,it,Falcon-3-1B-it,ewok,18,1.0
1,0.49717910447761193,0.4886567164179105,67000,Falcon-3-7B,base,Falcon-3-7B,blimp,28,0.03571428571428571
2,0.42028358208955224,0.41386567164179106,67000,Falcon-3-7B,base,Falcon-3-7B,blimp,28,0.07142857142857142
3,0.460044776119403,0.45385074626865674,67000,Falcon-3-7B,base,Falcon-3-7B,blimp,28,0.10714285714285714
4,0.4702089552238806,0.4622835820895522,67000,Falcon-3-7B,base,Falcon-3-7B,blimp,28,0.14285714285714285
5,0.469955223880597,0.46070149253731346,67000,Falcon-3-7B,base,Falcon-3-7B,blimp,28,0.17857142857142858
6,0.48571641791044773,0.4755970149253731,67000,Falcon-3-7B,base,Falcon-3-7B,blimp,28,0.21428571428571427
7,0.48368656716417907,0.47234328358208955,67000,Falcon-3-7B,base,Falcon-3-7B,blimp,28,0.25
8,0.4934029850746269,0.4832686567164179,67000,Falcon-3-7B,base,Falcon-3-7B,blimp,28,0.2857142857142857
9,0.5146865671641792,0.5034179104477612,67000,Falcon-3-7B,base,Falcon-3-7B,blimp,28,0.32142857142857145
10,0.5085373134328358,0.4976417910447761,67000,Falcon-3-7B,base,Falcon-3-7B,blimp,28,0.35714285714285715
11,0.5051044776119403,0.49434328358208957,67000,Falcon-3-7B,base,Falcon-3-7B,blimp,28,0.39285714285714285
12,0.5027910447761194,0.49105970149253736,67000,Falcon-3-7B,base,Falcon-3-7B,blimp,28,0.42857142857142855
13,0.5066417910447761,0.49444776119402983,67000,Falcon-3-7B,base,Falcon-3-7B,blimp,28,0.4642857142857143
14,0.5018955223880598,0.49132835820895515,67000,Falcon-3-7B,base,Falcon-3-7B,blimp,28,0.5
15,0.4972686567164179,0.4862537313432836,67000,Falcon-3-7B,base,Falcon-3-7B,blimp,28,0.5357142857142857
16,0.5027910447761194,0.4919850746268657,67000,Falcon-3-7B,base,Falcon-3-7B,blimp,28,0.5714285714285714
17,0.5048507462686568,0.4922835820895522,67000,Falcon-3-7B,base,Falcon-3-7B,blimp,28,0.6071428571428571
18,0.5042388059701493,0.4929253731343284,67000,Falcon-3-7B,base,Falcon-3-7B,blimp,28,0.6428571428571429
19,0.5174328358208955,0.5065522388059701,67000,Falcon-3-7B,base,Falcon-3-7B,blimp,28,0.6785714285714286
20,0.5378208955223881,0.5266865671641792,67000,Falcon-3-7B,base,Falcon-3-7B,blimp,28,0.7142857142857143
21,0.5598208955223881,0.5500746268656715,67000,Falcon-3-7B,base,Falcon-3-7B,blimp,28,0.75
22,0.5780149253731343,0.5672686567164179,67000,Falcon-3-7B,base,Falcon-3-7B,blimp,28,0.7857142857142857
23,0.598865671641791,0.5854626865671642,67000,Falcon-3-7B,base,Falcon-3-7B,blimp,28,0.8214285714285714
24,0.610955223880597,0.5982238805970149,67000,Falcon-3-7B,base,Falcon-3-7B,blimp,28,0.8571428571428571
25,0.6287164179104477,0.615044776119403,67000,Falcon-3-7B,base,Falcon-3-7B,blimp,28,0.8928571428571429
26,0.6607611940298508,0.6463731343283582,67000,Falcon-3-7B,base,Falcon-3-7B,blimp,28,0.9285714285714286
27,0.725865671641791,0.7136716417910448,67000,Falcon-3-7B,base,Falcon-3-7B,blimp,28,0.9642857142857143
28,0.8095970149253732,0.7993432835820895,67000,Falcon-3-7B,base,Falcon-3-7B,blimp,28,1.0
1,0.4567901234567901,0.42158207590306357,4374,Falcon-3-7B,base,Falcon-3-7B,ewok,28,0.03571428571428571
2,0.41586648376771834,0.38614540466392316,4374,Falcon-3-7B,base,Falcon-3-7B,ewok,28,0.07142857142857142
3,0.41037951531778694,0.3950617283950617,4374,Falcon-3-7B,base,Falcon-3-7B,ewok,28,0.10714285714285714
4,0.4275262917238226,0.40077732053040693,4374,Falcon-3-7B,base,Falcon-3-7B,ewok,28,0.14285714285714285
5,0.43872885230909925,0.401920438957476,4374,Falcon-3-7B,base,Falcon-3-7B,ewok,28,0.17857142857142858
6,0.4192958390489255,0.395976223136717,4374,Falcon-3-7B,base,Falcon-3-7B,ewok,28,0.21428571428571427
7,0.423411065386374,0.40169181527206216,4374,Falcon-3-7B,base,Falcon-3-7B,ewok,28,0.25
8,0.42455418381344306,0.4053497942386831,4374,Falcon-3-7B,base,Falcon-3-7B,ewok,28,0.2857142857142857
9,0.4355281207133059,0.4108367626886145,4374,Falcon-3-7B,base,Falcon-3-7B,ewok,28,0.32142857142857145
10,0.44238683127572015,0.41838134430727025,4374,Falcon-3-7B,base,Falcon-3-7B,ewok,28,0.35714285714285715
11,0.44215820759030633,0.423411065386374,4374,Falcon-3-7B,base,Falcon-3-7B,ewok,28,0.39285714285714285
12,0.44010059442158206,0.4131229995427526,4374,Falcon-3-7B,base,Falcon-3-7B,ewok,28,0.42857142857142855
13,0.4412437128486511,0.4147233653406493,4374,Falcon-3-7B,base,Falcon-3-7B,ewok,28,0.4642857142857143
14,0.44558756287151347,0.41975308641975306,4374,Falcon-3-7B,base,Falcon-3-7B,ewok,28,0.5
15,0.4460448102423411,0.42203932327389115,4374,Falcon-3-7B,base,Falcon-3-7B,ewok,28,0.5357142857142857
16,0.4540466392318244,0.42615454961133975,4374,Falcon-3-7B,base,Falcon-3-7B,ewok,28,0.5714285714285714
17,0.4515317786922725,0.42363968907178784,4374,Falcon-3-7B,base,Falcon-3-7B,ewok,28,0.6071428571428571
18,0.4453589391860997,0.422267946959305,4374,Falcon-3-7B,base,Falcon-3-7B,ewok,28,0.6428571428571429
19,0.43621399176954734,0.4099222679469593,4374,Falcon-3-7B,base,Falcon-3-7B,ewok,28,0.6785714285714286
20,0.44650205761316875,0.4224965706447188,4374,Falcon-3-7B,base,Falcon-3-7B,ewok,28,0.7142857142857143
21,0.49359853680841337,0.464106081390032,4374,Falcon-3-7B,base,Falcon-3-7B,ewok,28,0.75
22,0.49817101051668955,0.46753543667123915,4374,Falcon-3-7B,base,Falcon-3-7B,ewok,28,0.7857142857142857
23,0.5073159579332419,0.4874256973022405,4374,Falcon-3-7B,base,Falcon-3-7B,ewok,28,0.8214285714285714
24,0.5041152263374485,0.4913122999542753,4374,Falcon-3-7B,base,Falcon-3-7B,ewok,28,0.8571428571428571
25,0.5027434842249657,0.49039780521262005,4374,Falcon-3-7B,base,Falcon-3-7B,ewok,28,0.8928571428571429
26,0.5086877000457247,0.4954275262917238,4374,Falcon-3-7B,base,Falcon-3-7B,ewok,28,0.9285714285714286
27,0.5146319158664837,0.5052583447645176,4374,Falcon-3-7B,base,Falcon-3-7B,ewok,28,0.9642857142857143
28,0.5029721079103795,0.4819387288523091,4374,Falcon-3-7B,base,Falcon-3-7B,ewok,28,1.0
1,0.49343283582089553,0.4801940298507463,67000,Falcon-3-7B,it,Falcon-3-7B-it,blimp,28,0.03571428571428571
2,0.540179104477612,0.528179104477612,67000,Falcon-3-7B,it,Falcon-3-7B-it,blimp,28,0.07142857142857142
3,0.5712686567164179,0.5567462686567164,67000,Falcon-3-7B,it,Falcon-3-7B-it,blimp,28,0.10714285714285714
4,0.5774328358208956,0.561955223880597,67000,Falcon-3-7B,it,Falcon-3-7B-it,blimp,28,0.14285714285714285
5,0.5709701492537314,0.5584029850746268,67000,Falcon-3-7B,it,Falcon-3-7B-it,blimp,28,0.17857142857142858
6,0.5898955223880598,0.5786119402985075,67000,Falcon-3-7B,it,Falcon-3-7B-it,blimp,28,0.21428571428571427
7,0.584910447761194,0.5739552238805969,67000,Falcon-3-7B,it,Falcon-3-7B-it,blimp,28,0.25
8,0.6023582089552239,0.5926268656716418,67000,Falcon-3-7B,it,Falcon-3-7B-it,blimp,28,0.2857142857142857
9,0.6402388059701493,0.632268656716418,67000,Falcon-3-7B,it,Falcon-3-7B-it,blimp,28,0.32142857142857145
10,0.6248358208955224,0.6160597014925374,67000,Falcon-3-7B,it,Falcon-3-7B-it,blimp,28,0.35714285714285715
11,0.6124925373134328,0.6053582089552239,67000,Falcon-3-7B,it,Falcon-3-7B-it,blimp,28,0.39285714285714285
12,0.6137611940298507,0.605955223880597,67000,Falcon-3-7B,it,Falcon-3-7B-it,blimp,28,0.42857142857142855
13,0.6161343283582089,0.6087164179104477,67000,Falcon-3-7B,it,Falcon-3-7B-it,blimp,28,0.4642857142857143
14,0.6207462686567164,0.6123283582089551,67000,Falcon-3-7B,it,Falcon-3-7B-it,blimp,28,0.5
15,0.6033283582089553,0.5959104477611941,67000,Falcon-3-7B,it,Falcon-3-7B-it,blimp,28,0.5357142857142857
16,0.6171641791044776,0.609910447761194,67000,Falcon-3-7B,it,Falcon-3-7B-it,blimp,28,0.5714285714285714
17,0.6142835820895521,0.6062089552238806,67000,Falcon-3-7B,it,Falcon-3-7B-it,blimp,28,0.6071428571428571
18,0.6090895522388059,0.6019850746268657,67000,Falcon-3-7B,it,Falcon-3-7B-it,blimp,28,0.6428571428571429
19,0.597044776119403,0.5865820895522388,67000,Falcon-3-7B,it,Falcon-3-7B-it,blimp,28,0.6785714285714286
20,0.6104925373134328,0.5972537313432835,67000,Falcon-3-7B,it,Falcon-3-7B-it,blimp,28,0.7142857142857143
21,0.612910447761194,0.6044626865671642,67000,Falcon-3-7B,it,Falcon-3-7B-it,blimp,28,0.75
22,0.6193731343283582,0.6126716417910447,67000,Falcon-3-7B,it,Falcon-3-7B-it,blimp,28,0.7857142857142857
23,0.6321194029850746,0.6213432835820896,67000,Falcon-3-7B,it,Falcon-3-7B-it,blimp,28,0.8214285714285714
24,0.6380746268656716,0.6269850746268657,67000,Falcon-3-7B,it,Falcon-3-7B-it,blimp,28,0.8571428571428571
25,0.6431492537313434,0.6317014925373134,67000,Falcon-3-7B,it,Falcon-3-7B-it,blimp,28,0.8928571428571429
26,0.6713134328358209,0.6621940298507463,67000,Falcon-3-7B,it,Falcon-3-7B-it,blimp,28,0.9285714285714286
27,0.6981641791044776,0.6868208955223881,67000,Falcon-3-7B,it,Falcon-3-7B-it,blimp,28,0.9642857142857143
28,0.7976417910447762,0.7846716417910448,67000,Falcon-3-7B,it,Falcon-3-7B-it,blimp,28,1.0
1,0.438957475994513,0.4012345679012346,4374,Falcon-3-7B,it,Falcon-3-7B-it,ewok,28,0.03571428571428571
2,0.45564700502972105,0.4147233653406493,4374,Falcon-3-7B,it,Falcon-3-7B-it,ewok,28,0.07142857142857142
3,0.47005029721079106,0.42135345221764975,4374,Falcon-3-7B,it,Falcon-3-7B-it,ewok,28,0.10714285714285714
4,0.4695930498399634,0.4131229995427526,4374,Falcon-3-7B,it,Falcon-3-7B-it,ewok,28,0.14285714285714285
5,0.4586191129401006,0.41838134430727025,4374,Falcon-3-7B,it,Falcon-3-7B-it,ewok,28,0.17857142857142858
6,0.46822130772748055,0.43438500228623683,4374,Falcon-3-7B,it,Falcon-3-7B-it,ewok,28,0.21428571428571427
7,0.4750800182898948,0.4359853680841335,4374,Falcon-3-7B,it,Falcon-3-7B-it,ewok,28,0.25
8,0.46273433927754914,0.4382716049382716,4374,Falcon-3-7B,it,Falcon-3-7B-it,ewok,28,0.2857142857142857
9,0.4757658893461363,0.4631915866483768,4374,Falcon-3-7B,it,Falcon-3-7B-it,ewok,28,0.32142857142857145
10,0.4702789208962048,0.4506172839506173,4374,Falcon-3-7B,it,Falcon-3-7B-it,ewok,28,0.35714285714285715
11,0.48239597622313674,0.45518975765889347,4374,Falcon-3-7B,it,Falcon-3-7B-it,ewok,28,0.39285714285714285
12,0.47302240512117055,0.45427526291723824,4374,Falcon-3-7B,it,Falcon-3-7B-it,ewok,28,0.42857142857142855
13,0.48102423411065387,0.4563328760859625,4374,Falcon-3-7B,it,Falcon-3-7B-it,ewok,28,0.4642857142857143
14,0.48399634202103337,0.4561042524005487,4374,Falcon-3-7B,it,Falcon-3-7B-it,ewok,28,0.5
15,0.4743941472336534,0.454503886602652,4374,Falcon-3-7B,it,Falcon-3-7B-it,ewok,28,0.5357142857142857
16,0.4945130315500686,0.47759487882944673,4374,Falcon-3-7B,it,Falcon-3-7B-it,ewok,28,0.5714285714285714
17,0.49314128943758573,0.479652491998171,4374,Falcon-3-7B,it,Falcon-3-7B-it,ewok,28,0.6071428571428571
18,0.4890260631001372,0.47005029721079106,4374,Falcon-3-7B,it,Falcon-3-7B-it,ewok,28,0.6428571428571429
19,0.4739368998628258,0.45496113397347965,4374,Falcon-3-7B,it,Falcon-3-7B-it,ewok,28,0.6785714285714286
20,0.4817101051668953,0.4673068129858253,4374,Falcon-3-7B,it,Falcon-3-7B-it,ewok,28,0.7142857142857143
21,0.49954275262917236,0.4794238683127572,4374,Falcon-3-7B,it,Falcon-3-7B-it,ewok,28,0.75
22,0.5176040237768633,0.49657064471879286,4374,Falcon-3-7B,it,Falcon-3-7B-it,ewok,28,0.7857142857142857
23,0.5233196159122085,0.5018289894833105,4374,Falcon-3-7B,it,Falcon-3-7B-it,ewok,28,0.8214285714285714
24,0.5272062185642432,0.5148605395518976,4374,Falcon-3-7B,it,Falcon-3-7B-it,ewok,28,0.8571428571428571
25,0.5288065843621399,0.5173754000914494,4374,Falcon-3-7B,it,Falcon-3-7B-it,ewok,28,0.8928571428571429
26,0.5299497027892089,0.5281207133058985,4374,Falcon-3-7B,it,Falcon-3-7B-it,ewok,28,0.9285714285714286
27,0.5269775948788294,0.5313214449016919,4374,Falcon-3-7B,it,Falcon-3-7B-it,ewok,28,0.9642857142857143
28,0.510745313214449,0.49519890260631,4374,Falcon-3-7B,it,Falcon-3-7B-it,ewok,28,1.0
1,0.22297014925373135,0.17928358208955225,67000,Olmo-3-7B,base,Olmo-3-7B,blimp,32,0.03125
2,0.24817910447761193,0.20361194029850746,67000,Olmo-3-7B,base,Olmo-3-7B,blimp,32,0.0625
3,0.2749701492537313,0.2387313432835821,67000,Olmo-3-7B,base,Olmo-3-7B,blimp,32,0.09375
4,0.3072089552238806,0.2735820895522388,67000,Olmo-3-7B,base,Olmo-3-7B,blimp,32,0.125
5,0.3511492537313433,0.32058208955223877,67000,Olmo-3-7B,base,Olmo-3-7B,blimp,32,0.15625
6,0.38458208955223877,0.3577761194029851,67000,Olmo-3-7B,base,Olmo-3-7B,blimp,32,0.1875
7,0.4258507462686567,0.4034477611940298,67000,Olmo-3-7B,base,Olmo-3-7B,blimp,32,0.21875
8,0.44965671641791044,0.4261044776119403,67000,Olmo-3-7B,base,Olmo-3-7B,blimp,32,0.25
9,0.4510149253731343,0.4293134328358209,67000,Olmo-3-7B,base,Olmo-3-7B,blimp,32,0.28125
10,0.4695074626865672,0.44765671641791044,67000,Olmo-3-7B,base,Olmo-3-7B,blimp,32,0.3125
11,0.49653731343283586,0.4798507462686567,67000,Olmo-3-7B,base,Olmo-3-7B,blimp,32,0.34375
12,0.5005671641791044,0.4858059701492537,67000,Olmo-3-7B,base,Olmo-3-7B,blimp,32,0.375
13,0.5248805970149254,0.5138358208955224,67000,Olmo-3-7B,base,Olmo-3-7B,blimp,32,0.40625
14,0.5325671641791045,0.5205522388059702,67000,Olmo-3-7B,base,Olmo-3-7B,blimp,32,0.4375
15,0.5566865671641791,0.546134328358209,67000,Olmo-3-7B,base,Olmo-3-7B,blimp,32,0.46875
16,0.5851791044776119,0.5766567164179105,67000,Olmo-3-7B,base,Olmo-3-7B,blimp,32,0.5
17,0.6078208955223882,0.6027164179104477,67000,Olmo-3-7B,base,Olmo-3-7B,blimp,32,0.53125
18,0.6327014925373134,0.6287611940298508,67000,Olmo-3-7B,base,Olmo-3-7B,blimp,32,0.5625
19,0.6544925373134328,0.6504179104477612,67000,Olmo-3-7B,base,Olmo-3-7B,blimp,32,0.59375
20,0.6645074626865671,0.6622835820895522,67000,Olmo-3-7B,base,Olmo-3-7B,blimp,32,0.625
21,0.682134328358209,0.6777910447761194,67000,Olmo-3-7B,base,Olmo-3-7B,blimp,32,0.65625
22,0.6893582089552238,0.6861492537313433,67000,Olmo-3-7B,base,Olmo-3-7B,blimp,32,0.6875
23,0.7034477611940299,0.7007014925373135,67000,Olmo-3-7B,base,Olmo-3-7B,blimp,32,0.71875
24,0.7257462686567164,0.7234179104477612,67000,Olmo-3-7B,base,Olmo-3-7B,blimp,32,0.75
25,0.7355820895522388,0.7302686567164178,67000,Olmo-3-7B,base,Olmo-3-7B,blimp,32,0.78125
26,0.739776119402985,0.7337164179104477,67000,Olmo-3-7B,base,Olmo-3-7B,blimp,32,0.8125
27,0.7431194029850746,0.7364477611940299,67000,Olmo-3-7B,base,Olmo-3-7B,blimp,32,0.84375
28,0.7513432835820896,0.7416119402985075,67000,Olmo-3-7B,base,Olmo-3-7B,blimp,32,0.875
29,0.7480149253731343,0.7337462686567164,67000,Olmo-3-7B,base,Olmo-3-7B,blimp,32,0.90625
30,0.755268656716418,0.7341194029850746,67000,Olmo-3-7B,base,Olmo-3-7B,blimp,32,0.9375
31,0.7837164179104478,0.761044776119403,67000,Olmo-3-7B,base,Olmo-3-7B,blimp,32,0.96875
32,0.8233432835820895,0.799134328358209,67000,Olmo-3-7B,base,Olmo-3-7B,blimp,32,1.0
1,0.3216735253772291,0.15020576131687244,4374,Olmo-3-7B,base,Olmo-3-7B,ewok,32,0.03125
2,0.3324188385916781,0.18244170096021947,4374,Olmo-3-7B,base,Olmo-3-7B,ewok,32,0.0625
3,0.3406492912665752,0.20210333790580703,4374,Olmo-3-7B,base,Olmo-3-7B,ewok,32,0.09375
4,0.34316415180612714,0.2085048010973937,4374,Olmo-3-7B,base,Olmo-3-7B,ewok,32,0.125
5,0.34910836762688613,0.21696387745770462,4374,Olmo-3-7B,base,Olmo-3-7B,ewok,32,0.15625
6,0.3575674439871971,0.22816643804298126,4374,Olmo-3-7B,base,Olmo-3-7B,ewok,32,0.1875
7,0.370827617741198,0.27023319615912206,4374,Olmo-3-7B,base,Olmo-3-7B,ewok,32,0.21875
8,0.37585733882030176,0.26474622770919065,4374,Olmo-3-7B,base,Olmo-3-7B,ewok,32,0.25
9,0.3893461362597165,0.2885230909922268,4374,Olmo-3-7B,base,Olmo-3-7B,ewok,32,0.28125
10,0.4014631915866484,0.3045267489711934,4374,Olmo-3-7B,base,Olmo-3-7B,ewok,32,0.3125
11,0.40557841792409693,0.314586191129401,4374,Olmo-3-7B,base,Olmo-3-7B,ewok,32,0.34375
12,0.42135345221764975,0.3303612254229538,4374,Olmo-3-7B,base,Olmo-3-7B,ewok,32,0.375
13,0.43461362597165065,0.3420210333790581,4374,Olmo-3-7B,base,Olmo-3-7B,ewok,32,0.40625
14,0.43141289437585734,0.3477366255144033,4374,Olmo-3-7B,base,Olmo-3-7B,ewok,32,0.4375
15,0.452217649748514,0.35665294924554186,4374,Olmo-3-7B,base,Olmo-3-7B,ewok,32,0.46875
16,0.4430727023319616,0.3628257887517147,4374,Olmo-3-7B,base,Olmo-3-7B,ewok,32,0.5
17,0.4686785550983082,0.38705989940557844,4374,Olmo-3-7B,base,Olmo-3-7B,ewok,32,0.53125
18,0.4849108367626886,0.39803383630544126,4374,Olmo-3-7B,base,Olmo-3-7B,ewok,32,0.5625
19,0.4967992684042067,0.4199817101051669,4374,Olmo-3-7B,base,Olmo-3-7B,ewok,32,0.59375
20,0.5050297210791038,0.43438500228623683,4374,Olmo-3-7B,base,Olmo-3-7B,ewok,32,0.625
21,0.5041152263374485,0.4327846364883402,4374,Olmo-3-7B,base,Olmo-3-7B,ewok,32,0.65625
22,0.5064014631915866,0.43461362597165065,4374,Olmo-3-7B,base,Olmo-3-7B,ewok,32,0.6875
23,0.5105166895290352,0.44398719707361683,4374,Olmo-3-7B,base,Olmo-3-7B,ewok,32,0.71875
24,0.5098308184727938,0.44787379972565156,4374,Olmo-3-7B,base,Olmo-3-7B,ewok,32,0.75
25,0.5139460448102423,0.4538180155464106,4374,Olmo-3-7B,base,Olmo-3-7B,ewok,32,0.78125
26,0.5134887974394147,0.453360768175583,4374,Olmo-3-7B,base,Olmo-3-7B,ewok,32,0.8125
27,0.50480109739369,0.452217649748514,4374,Olmo-3-7B,base,Olmo-3-7B,ewok,32,0.84375
